Date,Action,Price,Shares,Strategy
2020-01-03 01:00:00,Buy,3233.049,309.0,RSI Strategy 1
2020-01-06 13:00:00,Sell,3237.343,309.0,RSI Strategy 1
2020-01-07 09:00:00,Buy,3234.449,309.0,RSI Strategy 1
2020-01-08 05:00:00,Sell,3241.449,309.0,RSI Strategy 1
2020-01-10 11:00:00,Buy,3274.143,306.0,RSI Strategy 1
2020-01-13 16:00:00,Sell,3288.8,306.0,RSI Strategy 1
2020-01-18 01:00:00,Buy,3323.74,303.0,RSI Strategy 1
2020-01-21 11:00:00,Sell,3328.049,303.0,RSI Strategy 1
2020-01-22 11:00:00,Buy,3328.4,303.0,RSI Strategy 1
2020-01-23 18:00:00,Sell,3330.852,303.0,RSI Strategy 1
2020-01-24 11:00:00,Buy,3307.5,305.0,RSI Strategy 1
2020-01-27 05:00:00,Sell,3239.852,305.0,RSI Strategy 1
2020-01-27 08:00:00,Buy,3243.046,305.0,RSI Strategy 1
2020-01-28 01:00:00,Sell,3263.749,305.0,RSI Strategy 1
2020-01-29 16:00:00,Buy,3272.7,304.0,RSI Strategy 1
2020-01-30 20:00:00,Sell,3288.7,304.0,RSI Strategy 1
2020-01-31 05:00:00,Buy,3272.855,305.0,RSI Strategy 1
2020-02-01 01:00:00,Sell,3229.249,305.0,RSI Strategy 1
2020-02-06 10:00:00,Buy,3340.849,295.0,RSI Strategy 1
2020-02-10 17:00:00,Sell,3353.543,295.0,RSI Strategy 1
2020-02-13 01:00:00,Buy,3366.4,294.0,RSI Strategy 1
2020-02-13 14:00:00,Sell,3382.855,294.0,RSI Strategy 1
2020-02-14 09:00:00,Buy,3373.4,295.0,RSI Strategy 1
2020-02-14 22:00:00,Sell,3380.949,295.0,RSI Strategy 1
2020-02-17 18:00:00,Buy,3375.54,295.0,RSI Strategy 1
2020-02-18 21:00:00,Sell,3376.846,295.0,RSI Strategy 1
2020-02-20 11:00:00,Buy,3356.737,297.0,RSI Strategy 1
2020-02-21 23:00:00,Sell,3339.943,297.0,RSI Strategy 1
2020-02-25 06:00:00,Buy,3233.746,307.0,RSI Strategy 1
2020-02-25 12:00:00,Sell,3172.1,307.0,RSI Strategy 1
2020-02-26 19:00:00,Buy,3092.743,315.0,RSI Strategy 1
2020-02-27 14:00:00,Sell,3031.834,315.0,RSI Strategy 1
2020-02-28 03:00:00,Buy,2915.4,327.0,RSI Strategy 1
2020-02-28 09:00:00,Sell,2874.62,327.0,RSI Strategy 1
2020-03-03 15:00:00,Buy,2999.843,314.0,RSI Strategy 1
2020-03-04 02:00:00,Sell,3044.7,314.0,RSI Strategy 1
2020-03-05 01:00:00,Buy,3091.749,309.0,RSI Strategy 1
2020-03-05 12:00:00,Sell,3024.146,309.0,RSI Strategy 1
2020-03-05 14:00:00,Buy,3022.452,309.0,RSI Strategy 1
2020-03-06 04:00:00,Sell,2956.952,309.0,RSI Strategy 1
2020-03-07 01:00:00,Buy,2966.255,308.0,RSI Strategy 1
2020-03-08 18:00:00,Sell,2842.7,308.0,RSI Strategy 1
2020-03-09 06:00:00,Buy,2820.946,310.0,RSI Strategy 1
2020-03-09 13:00:00,Sell,2755.4,310.0,RSI Strategy 1
2020-03-09 15:00:00,Buy,2741.346,312.0,RSI Strategy 1
2020-03-10 01:00:00,Sell,2851.155,312.0,RSI Strategy 1
2020-03-10 11:00:00,Buy,2752.349,323.0,RSI Strategy 1
2020-03-10 20:00:00,Sell,2821.44,323.0,RSI Strategy 1
2020-03-11 01:00:00,Buy,2787.44,327.0,RSI Strategy 1
2020-03-11 08:00:00,Sell,2769.252,327.0,RSI Strategy 1
2020-03-11 14:00:00,Buy,2734.04,331.0,RSI Strategy 1
2020-03-11 21:00:00,Sell,2628.043,331.0,RSI Strategy 1
2020-03-12 02:00:00,Buy,2631.6,331.0,RSI Strategy 1
2020-03-12 11:00:00,Sell,2523.555,331.0,RSI Strategy 1
2020-03-12 15:00:00,Buy,2470.849,338.0,RSI Strategy 1
2020-03-12 23:00:00,Sell,2401.955,338.0,RSI Strategy 1
2020-03-14 01:00:00,Buy,2700.255,301.0,RSI Strategy 1
2020-03-15 18:00:00,Sell,2568.834,301.0,RSI Strategy 1
2020-03-16 15:00:00,Buy,2389.749,323.0,RSI Strategy 1
2020-03-17 01:00:00,Sell,2506.052,323.0,RSI Strategy 1
2020-03-17 21:00:00,Buy,2420.937,335.0,RSI Strategy 1
2020-03-18 12:00:00,Sell,2358.04,335.0,RSI Strategy 1
2020-03-20 14:00:00,Buy,2331.137,338.0,RSI Strategy 1
2020-03-21 01:00:00,Sell,2300.252,338.0,RSI Strategy 1
2020-03-25 23:00:00,Buy,2467.034,316.0,RSI Strategy 1
2020-03-26 12:00:00,Sell,2596.24,316.0,RSI Strategy 1
2020-03-27 05:00:00,Buy,2561.837,320.0,RSI Strategy 1
2020-03-29 18:00:00,Sell,2483.555,320.0,RSI Strategy 1
2020-03-31 20:00:00,Buy,2557.755,310.0,RSI Strategy 1
2020-04-01 07:00:00,Sell,2494.952,310.0,RSI Strategy 1
2020-04-01 12:00:00,Buy,2470.646,314.0,RSI Strategy 1
2020-04-02 02:00:00,Sell,2501.655,314.0,RSI Strategy 1
2020-04-03 04:00:00,Buy,2496.646,314.0,RSI Strategy 1
2020-04-03 13:00:00,Sell,2467.637,314.0,RSI Strategy 1
2020-04-03 17:00:00,Buy,2490.852,311.0,RSI Strategy 1
2020-04-03 23:00:00,Sell,2490.852,311.0,RSI Strategy 1
2020-04-07 16:00:00,Buy,2652.149,292.0,RSI Strategy 1
2020-04-08 14:00:00,Sell,2744.537,292.0,RSI Strategy 1
2020-04-09 22:00:00,Buy,2788.655,288.0,RSI Strategy 1
2020-04-10 00:00:00,Sell,2788.655,288.0,RSI Strategy 1
2020-04-13 03:00:00,Buy,2751.143,292.0,RSI Strategy 1
2020-04-13 20:00:00,Sell,2770.349,292.0,RSI Strategy 1
2020-04-15 02:00:00,Buy,2831.952,285.0,RSI Strategy 1
2020-04-15 08:00:00,Sell,2767.5,285.0,RSI Strategy 1
2020-04-16 00:00:00,Buy,2774.937,284.0,RSI Strategy 1
2020-04-16 05:00:00,Sell,2798.655,284.0,RSI Strategy 1
2020-04-17 04:00:00,Buy,2864.452,278.0,RSI Strategy 1
2020-04-17 20:00:00,Sell,2877.352,278.0,RSI Strategy 1
2020-04-20 06:00:00,Buy,2833.052,282.0,RSI Strategy 1
2020-04-20 22:00:00,Sell,2801.0,282.0,RSI Strategy 1
2020-04-21 05:00:00,Buy,2787.137,284.0,RSI Strategy 1
2020-04-23 18:00:00,Sell,2778.152,284.0,RSI Strategy 1
2020-04-23 20:00:00,Buy,2769.655,285.0,RSI Strategy 1
2020-04-24 06:00:00,Sell,2813.4,285.0,RSI Strategy 1
2020-04-28 15:00:00,Buy,2863.552,280.0,RSI Strategy 1
2020-04-29 01:00:00,Sell,2907.9,280.0,RSI Strategy 1
2020-04-30 08:00:00,Buy,2916.855,279.0,RSI Strategy 1
2020-05-01 02:00:00,Sell,2848.34,279.0,RSI Strategy 1
2020-05-01 05:00:00,Buy,2851.9,278.0,RSI Strategy 1
2020-05-03 18:00:00,Sell,2789.843,278.0,RSI Strategy 1
2020-05-06 15:00:00,Buy,2847.7,273.0,RSI Strategy 1
2020-05-07 04:00:00,Sell,2877.349,273.0,RSI Strategy 1
2020-05-11 05:00:00,Buy,2924.443,268.0,RSI Strategy 1
2020-05-12 07:00:00,Sell,2940.752,268.0,RSI Strategy 1
2020-05-12 15:00:00,Buy,2869.452,275.0,RSI Strategy 1
2020-05-13 13:00:00,Sell,2810.446,275.0,RSI Strategy 1
2020-05-14 08:00:00,Buy,2791.037,277.0,RSI Strategy 1
2020-05-14 19:00:00,Sell,2858.352,277.0,RSI Strategy 1
2020-05-16 01:00:00,Buy,2852.54,277.0,RSI Strategy 1
2020-05-18 07:00:00,Sell,2919.949,277.0,RSI Strategy 1
2020-05-18 23:00:00,Buy,2944.54,275.0,RSI Strategy 1
2020-05-20 10:00:00,Sell,2972.846,275.0,RSI Strategy 1
2020-05-20 21:00:00,Buy,2955.943,277.0,RSI Strategy 1
2020-05-22 20:00:00,Sell,2956.749,277.0,RSI Strategy 1
2020-05-27 10:00:00,Buy,2980.652,274.0,RSI Strategy 1
2020-05-27 20:00:00,Sell,3051.5,274.0,RSI Strategy 1
2020-05-28 20:00:00,Buy,3018.346,277.0,RSI Strategy 1
2020-05-29 20:00:00,Sell,3057.049,277.0,RSI Strategy 1
2020-06-04 05:00:00,Buy,3102.04,273.0,RSI Strategy 1
2020-06-05 00:00:00,Sell,3128.452,273.0,RSI Strategy 1
2020-06-05 21:00:00,Buy,3188.337,268.0,RSI Strategy 1
2020-06-08 13:00:00,Sell,3216.749,268.0,RSI Strategy 1
2020-06-09 03:00:00,Buy,3209.643,269.0,RSI Strategy 1
2020-06-10 01:00:00,Sell,3224.149,269.0,RSI Strategy 1
2020-06-10 10:00:00,Buy,3186.252,272.0,RSI Strategy 1
2020-06-11 03:00:00,Sell,3129.043,272.0,RSI Strategy 1
2020-06-11 06:00:00,Buy,3132.046,272.0,RSI Strategy 1
2020-06-11 12:00:00,Sell,3040.443,272.0,RSI Strategy 1
2020-06-13 01:00:00,Buy,3036.155,272.0,RSI Strategy 1
2020-06-15 01:00:00,Sell,2948.249,272.0,RSI Strategy 1
2020-06-17 16:00:00,Buy,3117.449,257.0,RSI Strategy 1
2020-06-19 07:00:00,Sell,3141.534,257.0,RSI Strategy 1
2020-06-19 13:00:00,Buy,3089.5,262.0,RSI Strategy 1
2020-06-22 04:00:00,Sell,3101.846,262.0,RSI Strategy 1
2020-06-23 18:00:00,Buy,3120.055,260.0,RSI Strategy 1
2020-06-24 10:00:00,Sell,3074.7,260.0,RSI Strategy 1
2020-06-24 18:00:00,Buy,3053.046,262.0,RSI Strategy 1
2020-06-25 17:00:00,Sell,3081.049,262.0,RSI Strategy 1
2020-06-26 04:00:00,Buy,3070.255,263.0,RSI Strategy 1
2020-06-26 10:00:00,Sell,3024.855,263.0,RSI Strategy 1
2020-06-26 21:00:00,Buy,3019.446,263.0,RSI Strategy 1
2020-06-27 01:00:00,Sell,3019.446,263.0,RSI Strategy 1
2020-06-30 04:00:00,Buy,3044.6,261.0,RSI Strategy 1
2020-06-30 14:00:00,Sell,3083.7,261.0,RSI Strategy 1
2020-07-01 01:00:00,Buy,3086.652,261.0,RSI Strategy 1
2020-07-01 17:00:00,Sell,3113.152,261.0,RSI Strategy 1
2020-07-02 19:00:00,Buy,3137.055,259.0,RSI Strategy 1
2020-07-03 20:00:00,Sell,3125.352,259.0,RSI Strategy 1
2020-07-07 03:00:00,Buy,3161.155,256.0,RSI Strategy 1
2020-07-08 23:00:00,Sell,3173.355,256.0,RSI Strategy 1
2020-07-09 10:00:00,Buy,3127.452,260.0,RSI Strategy 1
2020-07-10 11:00:00,Sell,3166.8,260.0,RSI Strategy 1
2020-07-13 16:00:00,Buy,3159.246,260.0,RSI Strategy 1
2020-07-14 18:00:00,Sell,3220.2,260.0,RSI Strategy 1
2020-07-15 04:00:00,Buy,3211.9,261.0,RSI Strategy 1
2020-07-17 14:00:00,Sell,3228.055,261.0,RSI Strategy 1
2020-07-18 00:00:00,Buy,3221.434,262.0,RSI Strategy 1
2020-07-20 12:00:00,Sell,3238.1,262.0,RSI Strategy 1
2020-07-21 15:00:00,Buy,3257.8,260.0,RSI Strategy 1
2020-07-23 23:00:00,Sell,3224.234,260.0,RSI Strategy 1
2020-07-24 03:00:00,Buy,3213.046,261.0,RSI Strategy 1
2020-07-26 22:00:00,Sell,3229.252,261.0,RSI Strategy 1
2020-07-28 06:00:00,Buy,3234.043,261.0,RSI Strategy 1
2020-07-29 10:00:00,Sell,3244.837,261.0,RSI Strategy 1
2020-07-30 01:00:00,Buy,3252.743,260.0,RSI Strategy 1
2020-07-30 18:00:00,Sell,3272.043,260.0,RSI Strategy 1
2020-07-31 12:00:00,Buy,3223.343,264.0,RSI Strategy 1
2020-07-31 22:00:00,Sell,3271.034,264.0,RSI Strategy 1
2020-08-04 07:00:00,Buy,3280.155,263.0,RSI Strategy 1
2020-08-05 05:00:00,Sell,3325.534,263.0,RSI Strategy 1
2020-08-06 06:00:00,Buy,3314.052,264.0,RSI Strategy 1
2020-08-06 16:00:00,Sell,3351.537,264.0,RSI Strategy 1
2020-08-07 02:00:00,Buy,3338.246,265.0,RSI Strategy 1
2020-08-07 23:00:00,Sell,3351.137,265.0,RSI Strategy 1
2020-08-08 01:00:00,Buy,3351.137,265.0,RSI Strategy 1
2020-08-10 20:00:00,Sell,3360.24,265.0,RSI Strategy 1
2020-08-11 15:00:00,Buy,3334.149,267.0,RSI Strategy 1
2020-08-12 08:00:00,Sell,3360.843,267.0,RSI Strategy 1
2020-08-12 23:00:00,Buy,3373.155,266.0,RSI Strategy 1
2020-08-17 10:00:00,Sell,3384.543,266.0,RSI Strategy 1
2020-08-19 15:00:00,Buy,3375.752,267.0,RSI Strategy 1
2020-08-20 18:00:00,Sell,3389.843,267.0,RSI Strategy 1
2020-08-21 06:00:00,Buy,3378.34,268.0,RSI Strategy 1
2020-08-21 17:00:00,Sell,3396.6,268.0,RSI Strategy 1
2020-08-22 01:00:00,Buy,3396.6,268.0,RSI Strategy 1
2020-08-24 20:00:00,Sell,3441.043,268.0,RSI Strategy 1
2020-08-25 09:00:00,Buy,3435.846,268.0,RSI Strategy 1
2020-08-25 20:00:00,Sell,3446.255,268.0,RSI Strategy 1
2020-08-28 10:00:00,Buy,3486.043,265.0,RSI Strategy 1
2020-08-28 20:00:00,Sell,3506.44,265.0,RSI Strategy 1
2020-08-29 01:00:00,Buy,3506.44,265.0,RSI Strategy 1
2020-09-01 17:00:00,Sell,3529.155,265.0,RSI Strategy 1
2020-09-03 09:00:00,Buy,3558.352,263.0,RSI Strategy 1
2020-09-03 11:00:00,Sell,3480.649,263.0,RSI Strategy 1
2020-09-05 00:00:00,Buy,3419.44,268.0,RSI Strategy 1
2020-09-07 11:00:00,Sell,3437.834,268.0,RSI Strategy 1
2020-09-08 04:00:00,Buy,3405.355,270.0,RSI Strategy 1
2020-09-08 14:00:00,Sell,3344.946,270.0,RSI Strategy 1
2020-09-10 17:00:00,Buy,3340.955,271.0,RSI Strategy 1
2020-09-11 01:00:00,Sell,3366.137,271.0,RSI Strategy 1
2020-09-11 13:00:00,Buy,3314.234,275.0,RSI Strategy 1
2020-09-11 23:00:00,Sell,3335.4,275.0,RSI Strategy 1
2020-09-12 01:00:00,Buy,3335.4,275.0,RSI Strategy 1
2020-09-15 06:00:00,Sell,3406.743,275.0,RSI Strategy 1
2020-09-16 15:00:00,Buy,3386.034,276.0,RSI Strategy 1
2020-09-17 08:00:00,Sell,3331.234,276.0,RSI Strategy 1
2020-09-18 12:00:00,Buy,3320.34,277.0,RSI Strategy 1
2020-09-18 23:00:00,Sell,3326.94,277.0,RSI Strategy 1
2020-09-21 03:00:00,Buy,3291.755,280.0,RSI Strategy 1
2020-09-21 20:00:00,Sell,3293.834,280.0,RSI Strategy 1
2020-09-23 11:00:00,Buy,3286.249,281.0,RSI Strategy 1
2020-09-23 15:00:00,Sell,3237.537,281.0,RSI Strategy 1
2020-09-25 05:00:00,Buy,3241.934,281.0,RSI Strategy 1
2020-09-25 16:00:00,Sell,3298.446,281.0,RSI Strategy 1
2020-09-26 01:00:00,Buy,3298.446,281.0,RSI Strategy 1
2020-09-27 21:00:00,Sell,3311.455,281.0,RSI Strategy 1
2020-09-29 10:00:00,Buy,3339.846,278.0,RSI Strategy 1
2020-09-30 11:00:00,Sell,3378.737,278.0,RSI Strategy 1
2020-10-02 00:00:00,Buy,3345.934,281.0,RSI Strategy 1
2020-10-03 01:00:00,Sell,3349.634,281.0,RSI Strategy 1
2020-10-06 04:00:00,Buy,3394.24,277.0,RSI Strategy 1
2020-10-06 18:00:00,Sell,3347.44,277.0,RSI Strategy 1
2020-10-06 22:00:00,Buy,3361.349,276.0,RSI Strategy 1
2020-10-07 04:00:00,Sell,3382.546,276.0,RSI Strategy 1
2020-10-13 00:00:00,Buy,3527.437,265.0,RSI Strategy 1
2020-10-13 23:00:00,Sell,3525.14,265.0,RSI Strategy 1
2020-10-14 12:00:00,Buy,3488.452,268.0,RSI Strategy 1
2020-10-15 18:00:00,Sell,3484.346,268.0,RSI Strategy 1
2020-10-16 18:00:00,Buy,3469.752,269.0,RSI Strategy 1
2020-10-19 14:00:00,Sell,3430.937,269.0,RSI Strategy 1
2020-10-21 19:00:00,Buy,3420.952,269.0,RSI Strategy 1
2020-10-22 09:00:00,Sell,3442.248,269.0,RSI Strategy 1
2020-10-24 01:00:00,Buy,3459.042,268.0,RSI Strategy 1
2020-10-26 11:00:00,Sell,3394.342,268.0,RSI Strategy 1
2020-10-26 19:00:00,Buy,3400.539,268.0,RSI Strategy 1
2020-10-28 04:00:00,Sell,3349.633,268.0,RSI Strategy 1
2020-10-29 07:00:00,Buy,3264.642,275.0,RSI Strategy 1
2020-10-30 01:00:00,Sell,3246.045,275.0,RSI Strategy 1
2020-11-04 21:00:00,Buy,3444.845,259.0,RSI Strategy 1
2020-11-05 05:00:00,Sell,3513.136,259.0,RSI Strategy 1
2020-11-05 23:00:00,Buy,3483.448,261.0,RSI Strategy 1
2020-11-06 19:00:00,Sell,3511.599,261.0,RSI Strategy 1
2020-11-09 16:00:00,Buy,3556.151,258.0,RSI Strategy 1
2020-11-13 05:00:00,Sell,3568.633,258.0,RSI Strategy 1
2020-11-14 01:00:00,Buy,3585.033,257.0,RSI Strategy 1
2020-11-18 15:00:00,Sell,3566.436,257.0,RSI Strategy 1
2020-11-20 15:00:00,Buy,3556.554,257.0,RSI Strategy 1
2020-11-23 21:00:00,Sell,3600.948,257.0,RSI Strategy 1
2020-11-25 05:00:00,Buy,3628.339,255.0,RSI Strategy 1
2020-11-25 20:00:00,Sell,3638.351,255.0,RSI Strategy 1
2020-11-26 10:00:00,Buy,3629.154,256.0,RSI Strategy 1
2020-11-27 00:00:00,Sell,3631.842,256.0,RSI Strategy 1
2020-11-27 20:00:00,Buy,3638.699,255.0,RSI Strategy 1
2020-11-27 21:00:00,Sell,3638.699,255.0,RSI Strategy 1
2020-11-27 22:00:00,Buy,3638.699,255.0,RSI Strategy 1
2020-11-30 20:00:00,Sell,3649.354,255.0,RSI Strategy 1
2020-12-01 20:00:00,Buy,3647.954,256.0,RSI Strategy 1
2020-12-02 17:00:00,Sell,3671.454,256.0,RSI Strategy 1
2020-12-05 01:00:00,Buy,3691.999,254.0,RSI Strategy 1
2020-12-08 16:00:00,Sell,3702.033,254.0,RSI Strategy 1
2020-12-09 10:00:00,Buy,3700.133,254.0,RSI Strategy 1
2020-12-11 05:00:00,Sell,3634.542,254.0,RSI Strategy 1
2020-12-11 12:00:00,Buy,3642.142,254.0,RSI Strategy 1
2020-12-11 15:00:00,Sell,3662.739,254.0,RSI Strategy 1
2020-12-12 01:00:00,Buy,3662.151,254.0,RSI Strategy 1
2020-12-14 02:00:00,Sell,3681.845,254.0,RSI Strategy 1
2020-12-14 15:00:00,Buy,3645.748,256.0,RSI Strategy 1
2020-12-15 08:00:00,Sell,3672.899,256.0,RSI Strategy 1
2020-12-17 23:00:00,Buy,3712.845,254.0,RSI Strategy 1
2020-12-19 00:00:00,Sell,3720.051,254.0,RSI Strategy 1
2020-12-21 02:00:00,Buy,3697.254,255.0,RSI Strategy 1
2020-12-21 05:00:00,Sell,3616.536,255.0,RSI Strategy 1
2020-12-21 10:00:00,Buy,3648.651,253.0,RSI Strategy 1
2020-12-21 15:00:00,Sell,3695.199,253.0,RSI Strategy 1
2020-12-22 00:00:00,Buy,3676.548,254.0,RSI Strategy 1
2020-12-23 05:00:00,Sell,3699.045,254.0,RSI Strategy 1
2020-12-24 11:00:00,Buy,3693.342,255.0,RSI Strategy 1
2020-12-24 21:00:00,Sell,3702.145,255.0,RSI Strategy 1
2020-12-24 22:00:00,Buy,3702.145,255.0,RSI Strategy 1
2020-12-28 19:00:00,Sell,3745.745,255.0,RSI Strategy 1
2020-12-29 09:00:00,Buy,3739.839,255.0,RSI Strategy 1
2020-12-30 05:00:00,Sell,3743.436,255.0,RSI Strategy 1
2020-12-30 16:00:00,Buy,3730.442,256.0,RSI Strategy 1
2020-12-31 17:00:00,Sell,3754.639,256.0,RSI Strategy 1
2021-01-01 01:00:00,Buy,3754.639,256.0,RSI Strategy 1
2021-01-04 05:00:00,Sell,3775.342,256.0,RSI Strategy 1
2021-01-04 10:00:00,Buy,3713.448,260.0,RSI Strategy 1
2021-01-06 13:00:00,Sell,3778.645,260.0,RSI Strategy 1
2021-01-08 08:00:00,Buy,3813.199,258.0,RSI Strategy 1
2021-01-08 23:00:00,Sell,3830.445,258.0,RSI Strategy 1
2021-01-13 07:00:00,Buy,3787.854,261.0,RSI Strategy 1
2021-01-13 17:00:00,Sell,3813.345,261.0,RSI Strategy 1
2021-01-14 15:00:00,Buy,3797.433,262.0,RSI Strategy 1
2021-01-17 19:00:00,Sell,3763.554,262.0,RSI Strategy 1
2021-01-21 08:00:00,Buy,3852.551,256.0,RSI Strategy 1
2021-01-23 01:00:00,Sell,3841.345,256.0,RSI Strategy 1
2021-01-25 07:00:00,Buy,3842.148,256.0,RSI Strategy 1
2021-01-26 09:00:00,Sell,3859.251,256.0,RSI Strategy 1
2021-01-27 02:00:00,Buy,3848.133,256.0,RSI Strategy 1
2021-01-27 09:00:00,Sell,3786.736,256.0,RSI Strategy 1
2021-01-27 11:00:00,Buy,3773.745,257.0,RSI Strategy 1
2021-01-27 16:00:00,Sell,3723.154,257.0,RSI Strategy 1
2021-01-27 18:00:00,Buy,3715.839,258.0,RSI Strategy 1
2021-01-28 10:00:00,Sell,3808.854,258.0,RSI Strategy 1
2021-01-28 20:00:00,Buy,3760.351,261.0,RSI Strategy 1
2021-01-29 12:00:00,Sell,3702.333,261.0,RSI Strategy 1
2021-01-29 16:00:00,Buy,3707.299,261.0,RSI Strategy 1
2021-02-01 04:00:00,Sell,3745.039,261.0,RSI Strategy 1
2021-02-03 23:00:00,Buy,3822.942,255.0,RSI Strategy 1
2021-02-04 14:00:00,Sell,3863.74,255.0,RSI Strategy 1
2021-02-09 07:00:00,Buy,3907.545,253.0,RSI Strategy 1
2021-02-10 01:00:00,Sell,3924.233,253.0,RSI Strategy 1
2021-02-10 10:00:00,Buy,3906.639,254.0,RSI Strategy 1
2021-02-11 05:00:00,Sell,3919.739,254.0,RSI Strategy 1
2021-02-11 13:00:00,Buy,3903.799,255.0,RSI Strategy 1
2021-02-12 16:00:00,Sell,3939.342,255.0,RSI Strategy 1
2021-02-16 07:00:00,Buy,3954.899,254.0,RSI Strategy 1
2021-02-19 07:00:00,Sell,3928.536,254.0,RSI Strategy 1
2021-02-19 17:00:00,Buy,3901.845,255.0,RSI Strategy 1
2021-02-22 13:00:00,Sell,3900.442,255.0,RSI Strategy 1
2021-02-23 08:00:00,Buy,3857.254,258.0,RSI Strategy 1
2021-02-24 18:00:00,Sell,3936.036,258.0,RSI Strategy 1
2021-02-25 04:00:00,Buy,3921.845,259.0,RSI Strategy 1
2021-02-25 12:00:00,Sell,3834.733,259.0,RSI Strategy 1
2021-02-25 23:00:00,Buy,3819.248,260.0,RSI Strategy 1
2021-03-01 09:00:00,Sell,3875.048,260.0,RSI Strategy 1
2021-03-02 00:00:00,Buy,3883.936,260.0,RSI Strategy 1
2021-03-03 01:00:00,Sell,3888.048,260.0,RSI Strategy 1
2021-03-03 08:00:00,Buy,3862.848,261.0,RSI Strategy 1
2021-03-03 18:00:00,Sell,3798.139,261.0,RSI Strategy 1
2021-03-04 13:00:00,Buy,3723.248,267.0,RSI Strategy 1
2021-03-05 19:00:00,Sell,3841.033,267.0,RSI Strategy 1
2021-03-08 02:00:00,Buy,3819.648,268.0,RSI Strategy 1
2021-03-09 11:00:00,Sell,3893.336,268.0,RSI Strategy 1
2021-03-09 21:00:00,Buy,3868.054,270.0,RSI Strategy 1
2021-03-11 04:00:00,Sell,3926.739,270.0,RSI Strategy 1
2021-03-11 21:00:00,Buy,3937.448,269.0,RSI Strategy 1
2021-03-12 20:00:00,Sell,3944.336,269.0,RSI Strategy 1
2021-03-16 19:00:00,Buy,3964.351,268.0,RSI Strategy 1
2021-03-17 20:00:00,Sell,3986.033,268.0,RSI Strategy 1
2021-03-18 05:00:00,Buy,3955.248,270.0,RSI Strategy 1
2021-03-19 09:00:00,Sell,3899.751,270.0,RSI Strategy 1
2021-03-19 21:00:00,Buy,3906.839,269.0,RSI Strategy 1
2021-03-22 12:00:00,Sell,3947.551,269.0,RSI Strategy 1
2021-03-23 00:00:00,Buy,3933.699,270.0,RSI Strategy 1
2021-03-25 07:00:00,Sell,3875.654,270.0,RSI Strategy 1
2021-03-25 08:00:00,Buy,3872.948,271.0,RSI Strategy 1
2021-03-25 20:00:00,Sell,3914.936,271.0,RSI Strategy 1
2021-03-30 09:00:00,Buy,3954.251,268.0,RSI Strategy 1
2021-03-31 09:00:00,Sell,3975.248,268.0,RSI Strategy 1
2021-03-31 22:00:00,Buy,3976.842,268.0,RSI Strategy 1
2021-04-01 09:00:00,Sell,3998.151,268.0,RSI Strategy 1
2021-04-02 18:00:00,Buy,4037.345,265.0,RSI Strategy 1
2021-04-05 08:00:00,Sell,4046.839,265.0,RSI Strategy 1
2021-04-06 04:00:00,Buy,4069.936,264.0,RSI Strategy 1
2021-04-07 21:00:00,Sell,4091.299,264.0,RSI Strategy 1
2021-04-08 11:00:00,Buy,4091.554,264.0,RSI Strategy 1
2021-04-08 18:00:00,Sell,4105.936,264.0,RSI Strategy 1
2021-04-10 01:00:00,Buy,4120.846,263.0,RSI Strategy 1
2021-04-13 17:00:00,Sell,4142.345,263.0,RSI Strategy 1
2021-04-14 14:00:00,Buy,4125.639,264.0,RSI Strategy 1
2021-04-15 07:00:00,Sell,4149.033,264.0,RSI Strategy 1
2021-04-17 00:00:00,Buy,4179.842,262.0,RSI Strategy 1
2021-04-19 22:00:00,Sell,4170.536,262.0,RSI Strategy 1
2021-04-20 05:00:00,Buy,4147.233,263.0,RSI Strategy 1
2021-04-23 01:00:00,Sell,4142.848,263.0,RSI Strategy 1
2021-04-23 22:00:00,Buy,4174.751,261.0,RSI Strategy 1
2021-04-26 14:00:00,Sell,4192.154,261.0,RSI Strategy 1
2021-04-29 11:00:00,Buy,4186.933,262.0,RSI Strategy 1
2021-04-30 23:00:00,Sell,4188.533,262.0,RSI Strategy 1
2021-05-03 19:00:00,Buy,4186.536,262.0,RSI Strategy 1
2021-05-04 21:00:00,Sell,4178.639,262.0,RSI Strategy 1
2021-05-05 18:00:00,Buy,4162.251,263.0,RSI Strategy 1
2021-05-06 19:00:00,Sell,4201.199,263.0,RSI Strategy 1
2021-05-10 07:00:00,Buy,4234.042,261.0,RSI Strategy 1
2021-05-10 20:00:00,Sell,4168.999,261.0,RSI Strategy 1
2021-05-11 03:00:00,Buy,4161.699,261.0,RSI Strategy 1
2021-05-12 11:00:00,Sell,4086.539,261.0,RSI Strategy 1
2021-05-13 06:00:00,Buy,4052.042,263.0,RSI Strategy 1
2021-05-13 23:00:00,Sell,4130.045,263.0,RSI Strategy 1
2021-05-17 03:00:00,Buy,4160.799,261.0,RSI Strategy 1
2021-05-17 23:00:00,Sell,4173.845,261.0,RSI Strategy 1
2021-05-18 09:00:00,Buy,4158.754,262.0,RSI Strategy 1
2021-05-19 03:00:00,Sell,4102.654,262.0,RSI Strategy 1
2021-05-21 19:00:00,Buy,4160.654,259.0,RSI Strategy 1
2021-05-22 01:00:00,Sell,4160.654,259.0,RSI Strategy 1
2021-05-25 12:00:00,Buy,4197.799,256.0,RSI Strategy 1
2021-05-26 00:00:00,Sell,4200.699,256.0,RSI Strategy 1
